Date,Lot,Progress,EW_OOF_Raw_Probability,EW_OOF_Risk_Score,EW_OOF_Risk_Percentile,EW_OOF_Reference_Threshold,EW_OOF_Threshold_Alert,EW_OOF_Fold
2021-09-07,13,20,0.0076988265,1.6517161080006104,0.8318181818181818,0.10472393780946732,False,1
2021-09-07,14,20,0.023008283,5.386436933571053,0.9181818181818182,0.10472393780946732,False,1
2021-09-07,15,20,0.011212114,2.5087778028240386,0.8727272727272727,0.10472393780946732,False,1
2021-09-07,16,20,0.015070102,3.4499286304634813,0.9,0.10472393780946732,False,1
2021-09-07,17,20,0.0037516442,0.6888064314348166,0.7363636363636363,0.10472393780946732,False,1
2021-09-07,18,20,0.0033173175,0.5828530312793819,0.7136363636363636,0.10472393780946732,False,1
2021-09-07,19,20,0.001130781,0.0494504868198247,0.5363636363636364,0.10472393780946732,False,1
2021-09-07,20,20,0.05829844,13.995421640265281,0.9590909090909091,0.10472393780946732,False,1
2021-09-07,21,20,0.0002506251,-0.16526233325588238,0.22727272727272727,0.10472393780946732,False,1
2021-09-07,22,20,0.19877587,48.26469759109803,0.990909090909091,0.10472393780946732,True,1
2021-09-08,1,20,3.626754e-05,-0.21755456534413192,0.02727272727272727,0.10472393780946732,False,1
2021-09-08,2,20,0.0003168674,-0.1491026163514644,0.2636363636363636,0.10472393780946732,False,1
2021-09-08,3,20,0.003308288,0.5806503203541539,0.7136363636363636,0.10472393780946732,False,1
2021-09-08,4,20,0.00038690586,-0.1320168319154842,0.31363636363636366,0.10472393780946732,False,1
2021-09-08,5,20,0.00015756737,-0.18796363969268645,0.1409090909090909,0.10472393780946732,False,1
2021-09-08,6,20,0.0046002264,0.895816898610664,0.7545454545454545,0.10472393780946732,False,1
2021-09-08,7,20,3.8624476e-05,-0.21697959373789777,0.02727272727272727,0.10472393780946732,False,1
2021-09-08,8,20,0.0001798019,-0.18253955775719047,0.1590909090909091,0.10472393780946732,False,1
2021-09-08,9,20,8.2714105e-05,-0.20622398958362706,0.05454545454545454,0.10472393780946732,False,1
2021-09-08,10,20,0.002063577,0.27700479323281946,0.65,0.10472393780946732,False,1
2021-09-08,11,20,0.0021619322,0.3009983875590596,0.65,0.10472393780946732,False,1
2021-09-08,12,20,9.241205e-05,-0.20385819002612524,0.05909090909090909,0.10472393780946732,False,1
2021-09-08,13,20,0.00030572995,-0.15181958283268668,0.25,0.10472393780946732,False,1
2021-09-08,14,20,0.00030023826,-0.1531592727988236,0.24545454545454545,0.10472393780946732,False,1
2021-09-08,15,20,0.020720655,4.8283732111009865,0.9136363636363637,0.10472393780946732,False,1
2021-09-08,16,20,0.00083247834,-0.02332003967716761,0.4818181818181818,0.10472393780946732,False,1
2021-09-08,17,20,0.00066849205,-0.06332426848341707,0.42727272727272725,0.10472393780946732,False,1
2021-09-08,18,20,0.0002831017,-0.15733971494337137,0.2409090909090909,0.10472393780946732,False,1
2021-09-08,19,20,0.011122222,2.4868487281520153,0.8727272727272727,0.10472393780946732,False,1
2021-09-08,20,20,0.0008953247,-0.007988760414891743,0.4909090909090909,0.10472393780946732,False,1
2021-09-08,21,20,0.00041765106,-0.12451658303949435,0.33181818181818185,0.10472393780946732,False,1
2021-09-08,22,20,8.579865e-05,-0.20547151844641715,0.05454545454545454,0.10472393780946732,False,1
2021-09-10,1,20,0.00014672437,-0.19060877355037534,0.12727272727272726,0.10472393780946732,False,1
2021-09-10,2,20,0.002180854,0.30561436224208366,0.65,0.10472393780946732,False,1
2021-09-10,3,20,2.6918424e-05,-0.2198352688909159,0.00909090909090909,0.10472393780946732,False,1
2021-09-10,4,20,9.379516e-05,-0.20352078081589642,0.05909090909090909,0.10472393780946732,False,1
2021-09-10,5,20,5.6711477e-05,-0.21256729480565573,0.03636363636363636,0.10472393780946732,False,1
2021-09-10,6,20,0.15289575,37.07230471669407,0.9772727272727273,0.10472393780946732,True,1
2021-09-10,7,20,0.0092631895,2.0333403054938,0.8454545454545455,0.10472393780946732,False,1
2021-09-10,8,20,0.0014469905,0.12658935980675004,0.5863636363636363,0.10472393780946732,False,1
2021-09-10,9,20,0.40545046,98.68267853888531,0.9954545454545455,0.10472393780946732,True,1
2021-09-10,10,20,0.013103839,2.9702614465037107,0.8863636363636364,0.10472393780946732,False,1
2021-09-10,11,20,0.000116953575,-0.197871318033575,0.08181818181818182,0.10472393780946732,False,1
2021-09-10,12,20,0.00017851948,-0.18285240152364113,0.1590909090909091,0.10472393780946732,False,1
2021-09-10,13,20,0.000984937,0.013872028003299538,0.5136363636363637,0.10472393780946732,False,1
2021-09-10,14,20,0.000407831,-0.12691217529741644,0.32727272727272727,0.10472393780946732,False,1
2021-09-10,15,20,0.00017566416,-0.18354895255201928,0.1590909090909091,0.10472393780946732,False,1
